"ID_MUNICIPIO","MUNICIPIO","ALBERTO_JIMENEZ","ENRIQUE_CARDENAS","MIGUEL_BARBOSA","NO_REGISTRADOS","NULOS","TOTAL_VOTOS","LISTA_NOMINAL","aj_porc","ec_porc","mb_porc","no_reg_porc","nulos_porc","parti_porc","abst_porc","GANADOR","PORC_GANADOR","CVE_GANADOR"
"165","TEPEOJUMA",2001,510,2109,1,148,4769,6887,41.96,10.69,44.22,0.02,3.1,69.25,30.75,"MIGUEL_BARBOSA",44.22,"3"
"166","TEPETZINTLA",723,299,1173,2,154,2351,7180,30.75,12.72,49.89,0.09,6.55,32.74,67.26,"MIGUEL_BARBOSA",49.89,"3"
"167","TEPEXCO",306,132,1258,0,55,1751,4995,17.48,7.54,71.84,0,3.14,35.06,64.94,"MIGUEL_BARBOSA",71.84,"3"
"168","TEPEXI DE RODRIGUEZ",1820,722,3342,4,190,6078,14662,29.94,11.88,54.99,0.07,3.13,41.45,58.55,"MIGUEL_BARBOSA",54.99,"3"
"169","TEPEYAHUALCO",722,681,2436,2,144,3985,12507,18.12,17.09,61.13,0.05,3.61,31.86,68.14,"MIGUEL_BARBOSA",61.13,"3"
"170","TEPEYAHUALCO DE CUAUHTEMOC",179,238,553,0,27,997,2781,17.95,23.87,55.47,0,2.71,35.85,64.15,"MIGUEL_BARBOSA",55.47,"3"
"171","TETELA DE OCAMPO",4342,579,3324,6,440,8691,19006,49.96,6.66,38.25,0.07,5.06,45.73,54.27,"ALBERTO_JIMENEZ",49.96,"1"
"172","TETELES DE AVILA CASTILLO",212,299,1100,0,77,1688,4456,12.56,17.71,65.17,0,4.56,37.88,62.12,"MIGUEL_BARBOSA",65.17,"3"
"173","TEZIUTLAN",2981,7155,10550,9,795,21490,72874,13.87,33.29,49.09,0.04,3.7,29.49,70.51,"MIGUEL_BARBOSA",49.09,"3"
"174","TIANGUISMANALCO",560,527,1423,2,73,2585,8279,21.66,20.39,55.05,0.08,2.82,31.22,68.78,"MIGUEL_BARBOSA",55.05,"3"
"175","TILAPA",228,278,1549,1,366,2422,6915,9.41,11.48,63.96,0.04,15.11,35.03,64.97,"MIGUEL_BARBOSA",63.96,"3"
"176","TLACOTEPEC DE BENITO JUAREZ",1649,1983,3968,7,219,7826,35717,21.07,25.34,50.7,0.09,2.8,21.91,78.09,"MIGUEL_BARBOSA",50.7,"3"
"177","SAN SEBASTIAN TLACOTEPEC",462,357,3917,0,132,4868,8311,9.49,7.33,80.46,0,2.71,58.57,41.43,"MIGUEL_BARBOSA",80.46,"3"
"178","TLACUILOTEPEC",1132,815,2501,0,241,4689,11723,24.14,17.38,53.34,0,5.14,40,60,"MIGUEL_BARBOSA",53.34,"3"
"179","TLACHICHUCA",3292,991,3109,3,223,7618,20966,43.21,13.01,40.81,0.04,2.93,36.34,63.66,"ALBERTO_JIMENEZ",43.21,"1"
"180","TLAHUAPAN",3801,1206,2929,16,234,8186,28553,46.43,14.73,35.78,0.2,2.86,28.67,71.33,"ALBERTO_JIMENEZ",46.43,"1"
"181","TLALTENANGO",209,299,438,0,58,1004,4794,20.82,29.78,43.63,0,5.78,20.94,79.06,"MIGUEL_BARBOSA",43.63,"3"
"182","TLANEPANTLA",399,223,335,1,198,1156,3529,34.52,19.29,28.98,0.09,17.13,32.76,67.24,"ALBERTO_JIMENEZ",34.52,"1"
"183","TLAOLA",1410,1298,4234,0,268,7210,14458,19.56,18,58.72,0,3.72,49.87,50.13,"MIGUEL_BARBOSA",58.72,"3"
"184","TLAPACOYA",215,140,1698,3,83,2139,3992,10.05,6.55,79.38,0.14,3.88,53.58,46.42,"MIGUEL_BARBOSA",79.38,"3"
"185","TLAPANALA",600,311,1376,2,79,2368,7655,25.34,13.13,58.11,0.08,3.34,30.93,69.07,"MIGUEL_BARBOSA",58.11,"3"
"186","TLATLAUQUITEPEC",2810,2827,6510,2,689,12838,38203,21.89,22.02,50.71,0.02,5.37,33.6,66.4,"MIGUEL_BARBOSA",50.71,"3"
"187","TLAXCO",166,246,1372,1,70,1855,3732,8.95,13.26,73.96,0.05,3.77,49.71,50.29,"MIGUEL_BARBOSA",73.96,"3"
"188","TOCHIMILCO",1074,1332,1567,1,191,4165,13068,25.79,31.98,37.62,0.02,4.59,31.87,68.13,"MIGUEL_BARBOSA",37.62,"3"
"189","TOCHTEPEC",680,905,2434,1,82,4102,14481,16.58,22.06,59.34,0.02,2,28.33,71.67,"MIGUEL_BARBOSA",59.34,"3"
"190","TOTOLTEPEC DE GUERRERO",83,52,340,0,5,480,953,17.29,10.83,70.83,0,1.04,50.37,49.63,"MIGUEL_BARBOSA",70.83,"3"
"191","TULCINGO",295,127,1644,0,56,2122,7628,13.9,5.98,77.47,0,2.64,27.82,72.18,"MIGUEL_BARBOSA",77.47,"3"
"192","TUZAMAPAN DE GALEANA",320,186,1336,0,55,1897,4469,16.87,9.8,70.43,0,2.9,42.45,57.55,"MIGUEL_BARBOSA",70.43,"3"
"193","TZICATLACOYAN",775,175,533,1,27,1511,5131,51.29,11.58,35.27,0.07,1.79,29.45,70.55,"ALBERTO_JIMENEZ",51.29,"1"
"194","VENUSTIANO CARRANZA",230,4417,5979,5,319,10950,20778,2.1,40.34,54.6,0.05,2.91,52.7,47.3,"MIGUEL_BARBOSA",54.6,"3"
"195","VICENTE GUERRERO",1777,3240,3679,2,328,9026,17134,19.69,35.9,40.76,0.02,3.63,52.68,47.32,"MIGUEL_BARBOSA",40.76,"3"
"196","XAYACATLAN DE BRAVO",66,29,349,0,18,462,1385,14.29,6.28,75.54,0,3.9,33.36,66.64,"MIGUEL_BARBOSA",75.54,"3"
"197","XICOTEPEC",3989,5408,7852,9,864,18122,56238,22.01,29.84,43.33,0.05,4.77,32.22,67.78,"MIGUEL_BARBOSA",43.33,"3"
"198","XICOTLAN",140,103,331,0,16,590,1075,23.73,17.46,56.1,0,2.71,54.88,45.12,"MIGUEL_BARBOSA",56.1,"3"
"199","XIUTETELCO",2270,1810,3152,2,358,7592,27204,29.9,23.84,41.52,0.03,4.72,27.91,72.09,"MIGUEL_BARBOSA",41.52,"3"
"200","XOCHIAPULCO",408,85,636,0,53,1182,2783,34.52,7.19,53.81,0,4.48,42.47,57.53,"MIGUEL_BARBOSA",53.81,"3"
"201","XOCHILTEPEC",80,124,307,0,21,532,2516,15.04,23.31,57.71,0,3.95,21.14,78.86,"MIGUEL_BARBOSA",57.71,"3"
"202","XOCHITLAN DE VICENTE SUAREZ",1978,273,1251,3,189,3694,8630,53.55,7.39,33.87,0.08,5.12,42.8,57.2,"ALBERTO_JIMENEZ",53.55,"1"
"203","XOCHITLAN TODOS SANTOS",602,228,749,1,22,1602,4698,37.58,14.23,46.75,0.06,1.37,34.1,65.9,"MIGUEL_BARBOSA",46.75,"3"
"204","YAONAHUAC",409,181,1575,0,68,2233,5600,18.32,8.11,70.53,0,3.05,39.88,60.12,"MIGUEL_BARBOSA",70.53,"3"
"205","YEHUALTEPEC",965,937,2564,3,111,4580,16922,21.07,20.46,55.98,0.07,2.42,27.07,72.93,"MIGUEL_BARBOSA",55.98,"3"
"206","ZACAPALA",174,106,642,1,25,948,3348,18.35,11.18,67.72,0.11,2.64,28.32,71.68,"MIGUEL_BARBOSA",67.72,"3"
"207","ZACAPOAXTLA",3789,2431,4753,4,620,11597,38664,32.67,20.96,40.98,0.03,5.35,29.99,70.01,"MIGUEL_BARBOSA",40.98,"3"
"208","ZACATLAN",5834,4643,9015,13,953,20458,60465,28.52,22.7,44.07,0.06,4.66,33.83,66.17,"MIGUEL_BARBOSA",44.07,"3"
"209","ZAPOTITLAN",261,373,2054,1,69,2758,6773,9.46,13.52,74.47,0.04,2.5,40.72,59.28,"MIGUEL_BARBOSA",74.47,"3"
"210","ZAPOTITLAN DE MENDEZ",593,235,972,0,60,1860,4037,31.88,12.63,52.26,0,3.23,46.07,53.93,"MIGUEL_BARBOSA",52.26,"3"
"211","ZARAGOZA",1104,697,2114,5,161,4081,11654,27.05,17.08,51.8,0.12,3.95,35.02,64.98,"MIGUEL_BARBOSA",51.8,"3"
"212","ZAUTLA",1916,1078,3088,9,265,6356,14058,30.14,16.96,48.58,0.14,4.17,45.21,54.79,"MIGUEL_BARBOSA",48.58,"3"
"213","ZIHUATEUTLA",415,1030,1981,5,207,3638,9538,11.41,28.31,54.45,0.14,5.69,38.14,61.86,"MIGUEL_BARBOSA",54.45,"3"
"214","ZINACATEPEC",648,491,3958,0,93,5190,11722,12.49,9.46,76.26,0,1.79,44.28,55.72,"MIGUEL_BARBOSA",76.26,"3"
"215","ZONGOZOTLA",736,127,731,0,58,1652,3533,44.55,7.69,44.25,0,3.51,46.76,53.24,"ALBERTO_JIMENEZ",44.55,"1"
"216","ZOQUIAPAN",488,72,353,0,44,957,1824,50.99,7.52,36.89,0,4.6,52.47,47.53,"ALBERTO_JIMENEZ",50.99,"1"
"217","ZOQUITLAN",611,2201,1799,4,405,5020,12735,12.17,43.84,35.84,0.08,8.07,39.42,60.58,"ENRIQUE_CARDENAS",43.84,"2"
